Borough,Pop,Total Hispanic,Total Black,Total Asian,% Hispanic,% Black,% Asian
Manhattan,10054.0,911.9,,2132.0,9.070021881838073,,21.205490352098664
Manhattan,3852.0,111.7,,287.0,2.899792315680166,,7.45067497403946
Manhattan,3607.0,599.1,,1048.0,16.609370668145274,,29.054616024397006
Manhattan,6617.0,699.4,,822.0,10.569744597249509,,12.422547982469396
Manhattan,9033.0,7304.0,,1592.0,80.85907229049042,,17.624266578102514
Manhattan,7292.0,953.9,,951.0,13.081459133296763,,13.041689522764674
Manhattan,7371.0,6909.4,,1366.0,93.73762040428707,,18.532085198751865
Manhattan,6659.0,790.7,,793.0,11.874155278570358,,11.908694999249136
Manhattan,7012.0,6012.6,,1125.0,85.74729035938392,,16.043924700513408
Manhattan,7210.0,927.7,,958.0,12.866851595006937,,13.287101248266298
Manhattan,4964.0,3925.5,,434.0,79.07937147461725,,8.742949234488316
Manhattan,8526.0,1750.4,,1049.0,20.530143091719445,,12.30354210649777
Manhattan,7991.0,7136.2,,2693.0,89.30296583656614,,33.700412964585155
Manhattan,9694.0,1551.0,,1099.0,15.999587373633176,,11.336909428512481
Manhattan,5441.0,4952.4,,616.0,91.020033082154,,11.321448263186914
Manhattan,8699.0,2234.3,,986.0,25.684561443844125,,11.334636165076445
Manhattan,5449.0,4717.0,,942.0,86.56634244815562,,17.287575701963664
Manhattan,2276.0,1244.4,,327.0,54.67486818980668,,14.367311072056237
Manhattan,11110.0,2264.4,,1278.0,20.381638163816383,,11.503150315031503
Manhattan,9382.0,4207.5,,1090.0,44.84651460243019,,11.617991899381796
Manhattan,3860.0,3303.5,,105.0,85.58290155440415,,2.7202072538860103
Manhattan,9103.0,1992.7,,1312.0,21.890585521256728,,14.412830934856641
Manhattan,7429.0,7600.0,,938.0,102.30179028132993,,12.626194642616772
Manhattan,8941.0,2688.7,,1437.0,30.071580360138682,,16.072027737389554
Manhattan,7675.0,7203.6,,887.0,93.85798045602607,,11.55700325732899
Manhattan,8534.0,1866.6,,1718.0,21.872509960159363,,20.131239746894774
Manhattan,7820.0,6987.3,,808.0,89.35166240409207,,10.332480818414322
Manhattan,5243.0,724.6,,1706.0,13.820331871066182,,32.53862292580584
Manhattan,5127.0,3548.9,,247.0,69.21981665691438,,4.817632143553735
Manhattan,9383.0,2302.2,,1358.0,24.535862730469997,,14.472983054460196
Manhattan,5697.0,4892.2,,499.0,85.87326663156047,,8.758995962787433
Manhattan,11556.0,8746.0,,1187.0,75.68362755278643,,10.27172031844929
Manhattan,3679.0,1410.4,,472.0,38.33650448491438,,12.829573253601524
Manhattan,9005.0,2416.4,,1728.0,26.833981121599116,,19.189339255968907
Manhattan,3971.0,3699.9,,278.0,93.17300428103752,,7.00075547720977
Manhattan,8736.0,6252.7,,1982.0,71.57394688644688,,22.687728937728938
Manhattan,6978.0,7077.9,,342.0,101.43164230438519,,4.901117798796217
Manhattan,7828.0,2530.0,,2065.0,32.31987736331119,,26.379662749105776
Manhattan,4031.0,3230.2,,369.0,80.13396179608037,,9.154056065492433
Manhattan,1278.0,120.8,,800.0,9.45226917057903,,62.59780907668232
Manhattan,2601.0,545.2,,387.0,20.961168781237987,,14.878892733564014
Manhattan,2370.0,611.7,,300.0,25.810126582278482,,12.658227848101266
Manhattan,9598.0,2069.3,,3709.0,21.55969993748698,,38.64346738903938
Manhattan,2855.0,604.5,,212.0,21.17338003502627,,7.425569176882663
Manhattan,1863.0,295.1,,949.0,15.84004294149222,,50.939345142243695
Manhattan,4077.0,1434.4,,255.0,35.18273240127545,,6.254598969830758
Manhattan,3874.0,830.9,,1967.0,21.448115642746515,,50.774393391843056
Manhattan,5023.0,698.7,,1706.0,13.910013935894886,,33.96376667330281
Manhattan,3628.0,1261.9,,59.0,34.78224917309813,,1.6262403528114664
Manhattan,3035.0,323.3,,1686.0,10.652388797364086,,55.551894563426686
Manhattan,5255.0,1188.2,,196.0,22.61084681255947,,3.7297811607992384
Manhattan,3665.0,2927.8,,212.0,79.88540245566168,,5.784447476125512
Manhattan,6748.0,3711.2,,97.0,54.99703615886188,,1.4374629519857736
Manhattan,10529.0,5382.4,,3814.0,51.119764460062676,,36.223762940450186
Manhattan,4899.0,1360.3,,123.0,27.766891202286182,,2.510716472749541
Manhattan,5583.0,3249.2,,347.0,58.19810137918682,,6.215296435608096
Manhattan,3075.0,524.5,,74.0,17.05691056910569,,2.4065040650406506
Manhattan,3856.0,1718.4,,27.0,44.5643153526971,,0.7002074688796681
Manhattan,8567.0,3325.4,,877.0,38.816388467374814,,10.236955760476246
Manhattan,545.0,0.0,,43.0,0.0,,7.889908256880735
Manhattan,6530.0,1934.2,,404.0,29.62021439509954,,6.1868300153139355
Manhattan,5696.0,5796.1,,181.0,101.75737359550563,,3.1776685393258424
Manhattan,6114.0,1856.9,,316.0,30.37127903173046,,5.1684658161596335
Manhattan,2382.0,511.6,,58.0,21.47774979009236,,2.434928631402183
Manhattan,3293.0,781.0,,93.0,23.71697540236866,,2.8241724870938354
Manhattan,7258.0,9169.5,,466.0,126.33645632405621,,6.420501515569027
Manhattan,3101.0,3372.5,,452.0,108.75524024508223,,14.575943244114804
Manhattan,7346.0,4691.0,,124.0,63.85788184045739,,1.6879934658317453
Manhattan,9895.0,10685.8,,453.0,107.99191510864073,,4.578069732187974
Manhattan,4890.0,1550.0,,255.0,31.697341513292432,,5.214723926380368
Manhattan,5387.0,2512.6,,385.0,46.64191572303694,,7.146834973083349
Manhattan,5961.0,1836.4,,126.0,30.806911592014764,,2.113739305485657
Manhattan,7975.0,7924.0,,427.0,99.36050156739812,,5.35423197492163
Manhattan,9111.0,3776.1,,307.0,41.44550543299309,,3.36955328723521
Manhattan,6273.0,3451.1,,380.0,55.015144269089745,,6.057707635899889
Manhattan,8061.0,4656.1,,202.0,57.760823719141555,,2.505892569160154
Manhattan,6368.0,4725.9,,384.0,74.21325376884421,,6.030150753768844
Manhattan,5112.0,2085.9,,104.0,40.80399061032864,,2.0344287949921753
Manhattan,6720.0,4654.3,,249.0,69.26041666666667,,3.705357142857143
Manhattan,2206.0,741.2,,51.0,33.59927470534905,,2.3118766999093383
Manhattan,9907.0,3394.8,,99.0,34.26668012516403,,0.9992934288886646
Manhattan,6792.0,6263.0,,257.0,92.21142520612486,,3.783863368669022
Manhattan,4791.0,1235.4,,3033.0,25.785848465873514,,63.306199123356286
Manhattan,3625.0,711.2,,1638.0,19.619310344827586,,45.186206896551724
Manhattan,3306.0,290.6,,2778.0,8.790078644888084,,84.0290381125227
Manhattan,2675.0,2233.6,,0.0,83.49906542056075,,0.0
Manhattan,1302.0,559.9,,0.0,43.003072196620586,,0.0
Manhattan,7612.0,6965.2,,614.0,91.5028901734104,,8.066211245401997
Manhattan,4448.0,3707.5,,99.0,83.35206834532374,,2.225719424460432
Manhattan,3993.0,3734.3,,23.0,93.52116203355874,,0.5760080140245429
Manhattan,7237.0,6456.2,,273.0,89.21099903274838,,3.772281332043664
Manhattan,13385.0,17727.5,,1022.0,132.44303324617107,,7.635412775494957
Manhattan,6521.0,7907.7,,374.0,121.26514338291672,,5.735316669222512
Manhattan,1084.0,1146.8,,0.0,105.79335793357933,,0.0
Manhattan,2287.0,3041.4,,165.0,132.9864451246174,,7.2146917358985565
Manhattan,10081.0,13718.8,,489.0,136.0857057831564,,4.850709255034222
Manhattan,5697.0,4350.1,,1677.0,76.35773213972267,,29.43654555028963
Manhattan,4270.0,1136.0,,319.0,26.604215456674474,,7.470725995316159
Manhattan,4029.0,2104.9,,251.0,52.24373293621246,,6.229833705634152
Manhattan,10733.0,17311.8,,159.0,161.29507127550545,,1.4814124662256591
Manhattan,7969.0,11894.5,,151.0,149.2596310703978,,1.8948425147446355
Manhattan,6850.0,7393.3,,344.0,107.93138686131387,,5.021897810218978
Manhattan,2083.0,1476.7,,0.0,70.89294287085934,,0.0
Manhattan,7848.0,11663.8,,220.0,148.62130479102956,,2.803261977573904
Manhattan,7623.0,9085.7,,297.0,119.18798373343829,,3.896103896103896
Manhattan,6519.0,2727.1,,616.0,41.83310323669274,,9.449302040190213
Manhattan,3063.0,602.0,,305.0,19.653934051583416,,9.957557949722494
Manhattan,6423.0,9821.5,,57.0,152.91141211271992,,0.8874357776739842
Manhattan,10019.0,13251.1,,293.0,132.25970655754068,,2.9244435572412417
Manhattan,3108.0,905.1,,126.0,29.121621621621625,,4.054054054054054
Manhattan,7740.0,9868.0,,556.0,127.49354005167959,,7.183462532299742
Manhattan,6794.0,10412.0,,56.0,153.2528701795702,,0.8242566970856637
Manhattan,3772.0,4175.8,,0.0,110.7051961823966,,0.0
Manhattan,10509.0,16560.1,,202.0,157.58016937862783,,1.9221619564183081
Manhattan,8035.0,12881.2,,47.0,160.3136278780336,,0.5849408836341008
Manhattan,7039.0,7047.8,,281.0,100.12501775820428,,3.9920443244779085
Manhattan,16.0,0.0,,0.0,0.0,,0.0
Manhattan,3598.0,4962.2,,0.0,137.91550861589772,,0.0
Manhattan,3691.0,3465.3,,166.0,93.88512598211867,,4.497426171769169
Manhattan,3427.0,1362.7,,66.0,39.763641669098334,,1.925882696235775
Manhattan,8594.0,11500.4,,54.0,133.81894344891785,,0.6283453572259716
Manhattan,12.0,0.0,,0.0,0.0,,0.0
Manhattan,5847.0,333.6,,1823.0,5.705489994869164,,31.17838207627843
Manhattan,10422.0,1370.9,,4566.0,13.153905200537325,,43.811168681635
Manhattan,3.0,0.0,,0.0,0.0,,0.0
Manhattan,52992.0,6715.7,,19984.0,12.673044987922705,,37.71135265700483
Manhattan,25390.0,2853.4,,6131.0,11.23828278849941,,24.147302087436
Manhattan,8.0,0.0,,0.0,0.0,,0.0
Manhattan,23287.0,2295.8,,10690.0,9.858719457207885,,45.905440803881994
Manhattan,34147.0,2996.8,,6736.0,8.77617360236624,,19.72647670366357
Manhattan,35011.0,3044.6,,3833.0,8.696124075290623,,10.94798777527063
Manhattan,42556.0,11685.3,,52918.0,27.458642729579847,,124.34909295986465
Manhattan,49149.0,26244.4,,23078.0,53.39762762212863,,46.95517711448859
Manhattan,71436.0,29037.4,,19387.0,40.64813259421021,,27.13897754633518
Manhattan,69741.0,18840.9,,18205.0,27.015528885447587,,26.103726645732067
Manhattan,59524.0,18627.0,,22232.0,31.293259861568444,,37.34964048115046
Manhattan,33214.0,4915.7,,9796.0,14.800084301800446,,29.49358704160896
Manhattan,25575.0,3703.4,,8639.0,14.48054740957967,,33.77908113391984
Manhattan,22512.0,3500.4,,6878.0,15.54904051172708,,30.552594171997153
Manhattan,28628.0,3891.6,,7342.0,13.59368450468073,,25.646220483442782
Manhattan,63520.0,10465.3,,23983.0,16.475598236775816,,37.7566120906801
Manhattan,45765.0,3626.9,,13462.0,7.925051895553372,,29.415492188353543
Manhattan,0.0,0.0,,0.0,,,
Manhattan,70697.0,10648.9,,18275.0,15.062732506329828,,25.849753171987494
Manhattan,101767.0,21701.3,,13348.0,21.324496152976895,,13.116236107972131
Manhattan,51751.0,22774.0,,9922.0,44.00687909412378,,19.172576375335744
Manhattan,85527.0,9586.0,,23379.0,11.208156488594245,,27.33522747202638
Manhattan,62410.0,3210.0,,6593.0,5.14340650536773,,10.564012177535652
Manhattan,84046.0,11905.0,,16700.0,14.164862099326559,,19.870071151512267
Manhattan,38865.0,12462.2,,14557.0,32.065354432008235,,37.45529396629358
Manhattan,22183.0,21295.4,,1460.0,95.99873777216789,,6.581616553216427
Manhattan,49410.0,39760.4,,2504.0,80.47035013155231,,5.0678000404776355
Manhattan,47113.0,16284.3,,3514.0,34.56434529747628,,7.458663213974911
Manhattan,83327.0,36041.3,,2231.0,43.25284721638845,,2.6774034826646824
Manhattan,59814.0,44457.2,,12015.0,74.32574313705821,,20.087270538669877
Manhattan,64655.0,52455.0,,4705.0,81.13061634831026,,7.277086072229526
Manhattan,1302.0,559.9,,0.0,43.003072196620586,,0.0
Manhattan,72037.0,88900.2,,4613.0,123.40908144425782,,6.403653677971042
Manhattan,71842.0,80300.5,,2827.0,111.77375351465717,,3.935024080621363
Manhattan,36299.0,45727.5,,751.0,125.97454475329899,,2.068927518664426
Manhattan,12.0,0.0,,0.0,0.0,,0.0
Manhattan,16.0,0.0,,0.0,0.0,,0.0
Manhattan,129.0,0.0,,0.0,0.0,,0.0
Manhattan,78390.0,9557.3,,26086.0,12.191988774078325,,33.27720372496492
Manhattan,92445.0,8319.0,,21205.0,8.998864189518093,,22.937963113202446
Manhattan,163141.0,66886.8,,95243.0,40.999380903635505,,58.38078717183296
Manhattan,129265.0,37439.0,,40405.0,28.962983019378797,,31.257494294665992
Manhattan,58789.0,8604.5,,18403.0,14.636241473745088,,31.30347513990713
Manhattan,160425.0,21444.3,,51574.0,13.3671809256662,,32.1483559295621
Manhattan,224215.0,55068.6,,41506.0,24.560622616684878,,18.511696362865997
Manhattan,231983.0,24681.6,,46634.0,10.639400300884116,,20.102335084898463
Manhattan,110458.0,73376.5,,18489.0,66.42932155208314,,16.738488837386157
Manhattan,130440.0,52287.7,,5738.0,40.08563324133701,,4.398957375038331
Manhattan,125771.0,97354.3,,16706.0,77.40599979327509,,13.282871250129203
Manhattan,180206.0,214687.2,,8184.0,119.13432405136344,,4.541469207462571
Manhattan,129.0,0.0,,0.0,0.0,,0.0
Manhattan,180113.0,37698.9,,107694.0,20.93069350907486,,59.792463620060744
Manhattan,177268.0,53816.2,,46776.0,30.358665974682403,,26.3871651962001
Manhattan,173588.0,40395.4,,46691.0,23.270848215314423,,26.897596608060464
Manhattan,180790.0,17114.5,,48928.0,9.4665081033243,,27.063443774545053
Manhattan,173457.0,20823.8,,39513.0,12.005165545351296,,22.779709092166936
Manhattan,178772.0,33674.8,,36745.0,18.83673058420782,,20.554113619582484
Manhattan,161697.0,94748.4,,30507.0,58.596263381509864,,18.866769327816844
"Manhattan, Bronx",171138.0,161901.5,,17132.0,94.60289357126997,,10.010634692470404
Manhattan,183898.0,84009.6,,9249.0,45.68271541832973,,5.029418481984579
Manhattan,182279.0,218267.9,,7868.0,119.74385420152622,,4.316459932301582
